TransactionID,TransactionDate,Amount,MerchantID,TransactionType,Location,IsFraud,TxnDay,TxnMonth,TxnWeekday,IsWeekend,TransactionType_enc,Location_enc,MerchantFraudRate,LocationFraudRate
40,2023-12-09,58.49,284,refund,Philadelphia,0,9,12,5,1,1,5,0.020202020202020204,0.009115770282588878
41,2024-02-19,3472.91,788,refund,San Diego,0,19,2,0,0,1,8,0.0,0.011373751359905053
42,2024-08-07,1488.04,207,purchase,Los Angeles,0,7,8,2,0,0,3,0.008547008547008548,0.009561191626409019
43,2024-03-13,774.15,661,refund,Dallas,0,13,3,2,0,1,1,0.010416666666666666,0.009825327510917031
44,2024-03-26,2346.77,31,refund,Houston,0,26,3,1,0,1,2,0.023529411764705882,0.010509458512661395
45,2024-06-14,616.82,4,refund,Los Angeles,0,14,6,4,0,1,3,0.021052631578947368,0.009561191626409019
46,2024-07-21,2052.8,980,refund,Houston,0,21,7,6,1,1,2,0.0,0.010509458512661395
47,2024-05-22,4833.08,251,refund,Chicago,0,22,5,2,0,1,0,0.0,0.009320121652114197
48,2024-09-25,4652.12,334,purchase,San Diego,0,25,9,2,0,0,8,0.0,0.011373751359905053
49,2024-09-07,2486.55,978,refund,Phoenix,0,7,9,5,1,1,6,0.009259259259259259,0.009939759036144578
50,2024-05-02,3968.51,639,purchase,Philadelphia,0,2,5,3,0,0,5,0.019230769230769232,0.009115770282588878
51,2023-11-02,29.32,620,refund,Chicago,0,2,11,3,0,1,0,0.019417475728155338,0.009320121652114197
52,2024-01-17,817.4,57,refund,Chicago,0,17,1,2,0,1,0,0.02040816326530612,0.009320121652114197
53,2024-10-15,1801.08,456,refund,San Jose,0,15,10,1,0,1,9,0.018518518518518517,0.00887302396736359
54,2023-12-12,740.67,970,purchase,San Antonio,0,12,12,1,0,0,7,0.0,0.009838998211091235
55,2024-10-03,2700.55,430,purchase,New York,0,3,10,3,0,0,4,0.0,0.011608125687981587
56,2024-02-28,875.22,437,purchase,Houston,0,28,2,2,0,0,2,0.011111111111111112,0.010509458512661395
57,2023-11-27,3021.84,685,refund,San Diego,0,27,11,0,0,1,8,0.0,0.011373751359905053
58,2024-08-02,3558.8,274,purchase,Philadelphia,0,2,8,4,0,0,5,0.0,0.009115770282588878
59,2023-12-27,442.85,12,refund,Chicago,0,27,12,2,0,1,0,0.009900990099009901,0.009320121652114197
60,2024-08-13,3836.6,277,refund,Dallas,0,13,8,1,0,1,1,0.030927835051546393,0.009825327510917031
61,2024-05-14,4707.89,94,refund,San Antonio,0,14,5,1,0,1,7,0.01834862385321101,0.009838998211091235
62,2024-06-26,2069.71,400,purchase,New York,0,26,6,2,0,0,4,0.011235955056179775,0.011608125687981587
63,2024-09-28,1022.13,526,refund,Phoenix,0,28,9,5,1,1,6,0.00980392156862745,0.009939759036144578
64,2024-04-04,3916.07,576,refund,San Jose,0,4,4,3,0,1,9,0.0,0.00887302396736359
65,2024-01-13,1977.93,879,refund,Dallas,0,13,1,5,1,1,1,0.0,0.009825327510917031
66,2024-06-05,720.95,680,purchase,Houston,0,5,6,2,0,0,2,0.008849557522123894,0.010509458512661395
67,2023-12-23,1788.8,546,purchase,Philadelphia,0,23,12,5,1,0,5,0.017699115044247787,0.009115770282588878
68,2024-02-13,3448.81,219,refund,San Diego,0,13,2,1,0,1,8,0.010638297872340425,0.011373751359905053
69,2024-05-13,3443.84,555,refund,Dallas,0,13,5,0,0,1,1,0.012345679012345678,0.009825327510917031
70,2024-01-02,493.08,412,purchase,Los Angeles,0,2,1,1,0,0,3,0.018691588785046728,0.009561191626409019
71,2024-03-09,4372.58,210,refund,New York,0,9,3,5,1,1,4,0.012195121951219513,0.011608125687981587
72,2024-03-23,235.06,363,purchase,New York,0,23,3,5,1,0,4,0.009708737864077669,0.011608125687981587
73,2024-04-30,1708.71,112,refund,San Diego,0,30,4,1,0,1,8,0.024390243902439025,0.011373751359905053
74,2024-08-29,3374.61,109,refund,New York,0,29,8,3,0,1,4,0.008695652173913044,0.011608125687981587
75,2024-10-12,2298.56,469,refund,Philadelphia,0,12,10,5,1,1,5,0.0,0.009115770282588878
76,2024-08-24,2988.26,823,purchase,San Jose,0,24,8,5,1,0,9,0.0,0.00887302396736359
77,2024-04-13,2015.55,447,purchase,San Diego,0,13,4,5,1,0,8,0.0,0.011373751359905053
78,2024-01-15,1509.45,619,refund,Philadelphia,0,15,1,0,0,1,5,0.031578947368421054,0.009115770282588878
79,2024-02-13,4611.36,94,refund,Los Angeles,0,13,2,1,0,1,3,0.01834862385321101,0.009561191626409019
80,2024-01-10,222.74,620,purchase,Los Angeles,0,10,1,2,0,0,3,0.019417475728155338,0.009561191626409019
81,2024-09-20,4298.25,979,refund,Philadelphia,0,20,9,4,0,1,5,0.0,0.009115770282588878
82,2024-09-15,1007.32,770,refund,Phoenix,0,15,9,6,1,1,6,0.018018018018018018,0.009939759036144578
83,2024-09-09,2166.21,807,purchase,New York,0,9,9,0,0,0,4,0.0196078431372549,0.011608125687981587
84,2024-10-19,2522.34,52,purchase,Philadelphia,0,19,10,5,1,0,5,0.0125,0.009115770282588878
85,2023-11-05,2282.71,196,purchase,Dallas,0,5,11,6,1,0,1,0.01020408163265306,0.009825327510917031
86,2024-05-09,2377.94,282,purchase,Houston,0,9,5,3,0,0,2,0.018518518518518517,0.010509458512661395
87,2024-01-25,1081.21,926,refund,Chicago,0,25,1,3,0,1,0,0.02127659574468085,0.009320121652114197
88,2024-06-08,4152.22,397,refund,San Antonio,0,8,6,5,1,1,7,0.009009009009009009,0.009838998211091235
89,2023-11-16,3947.26,431,refund,Houston,0,16,11,3,0,1,2,0.0125,0.010509458512661395
90,2024-03-29,1370.1,701,refund,Philadelphia,0,29,3,4,0,1,5,0.0,0.009115770282588878
91,2023-12-27,4922.69,846,refund,New York,0,27,12,2,0,1,4,0.0,0.011608125687981587
92,2024-01-07,2356.42,941,purchase,New York,0,7,1,6,1,0,4,0.012195121951219513,0.011608125687981587
93,2024-08-05,4527.03,817,purchase,Dallas,0,5,8,0,0,0,1,0.010309278350515464,0.009825327510917031
94,2024-09-16,2006.0,87,refund,San Antonio,0,16,9,0,0,1,7,0.009900990099009901,0.009838998211091235
95,2024-05-05,1923.78,708,refund,New York,0,5,5,6,1,1,4,0.011363636363636364,0.011608125687981587
96,2024-09-05,1209.88,336,purchase,Philadelphia,0,5,9,3,0,0,5,0.010101010101010102,0.009115770282588878
97,2024-07-31,3558.24,188,refund,San Jose,0,31,7,2,0,1,9,0.007462686567164179,0.00887302396736359
98,2024-10-18,923.88,407,purchase,San Jose,0,18,10,4,0,0,9,0.02702702702702703,0.00887302396736359
99,2024-09-27,4836.36,656,purchase,Chicago,0,27,9,4,0,0,0,0.0,0.009320121652114197
100,2024-07-20,3396.1,818,purchase,Philadelphia,0,20,7,5,1,0,5,0.009433962264150943,0.009115770282588878
101,2024-07-15,2522.38,68,refund,Chicago,0,15,7,0,0,1,0,0.0,0.009320121652114197
102,2024-08-24,433.94,837,purchase,Chicago,0,24,8,5,1,0,0,0.017699115044247787,0.009320121652114197
103,2024-10-16,4975.64,37,refund,Houston,0,16,10,2,0,1,2,0.018018018018018018,0.010509458512661395
104,2024-06-02,772.43,78,refund,Dallas,0,2,6,6,1,1,1,0.0,0.009825327510917031
105,2024-06-25,814.27,348,refund,New York,0,25,6,1,0,1,4,0.0,0.011608125687981587
106,2024-04-30,3016.19,574,purchase,Los Angeles,0,30,4,1,0,0,3,0.008547008547008548,0.009561191626409019
107,2023-11-15,639.68,725,refund,New York,0,15,11,2,0,1,4,0.009900990099009901,0.011608125687981587
108,2024-09-27,3593.48,376,purchase,San Diego,0,27,9,4,0,0,8,0.02127659574468085,0.011373751359905053
109,2024-03-06,3593.2,934,refund,Los Angeles,0,6,3,2,0,1,3,0.010526315789473684,0.009561191626409019
110,2024-07-22,785.79,78,refund,Phoenix,0,22,7,0,0,1,6,0.0,0.009939759036144578
111,2024-10-01,1404.77,727,refund,San Jose,0,1,10,1,0,1,9,0.00909090909090909,0.00887302396736359
112,2023-11-02,388.09,258,purchase,San Diego,0,2,11,3,0,0,8,0.0,0.011373751359905053
113,2023-12-28,4469.05,441,purchase,Chicago,0,28,12,3,0,0,0,0.01020408163265306,0.009320121652114197
114,2024-08-10,3084.23,305,refund,Phoenix,0,10,8,5,1,1,6,0.009009009009009009,0.009939759036144578
115,2023-11-22,3268.77,364,refund,San Diego,0,22,11,2,0,1,8,0.02857142857142857,0.011373751359905053
116,2024-04-30,4443.7,339,purchase,New York,0,30,4,1,0,0,4,0.0,0.011608125687981587
117,2024-08-16,3773.79,382,purchase,San Jose,0,16,8,4,0,0,9,0.008928571428571428,0.00887302396736359
118,2024-02-01,2525.84,464,purchase,San Diego,0,1,2,3,0,0,8,0.009900990099009901,0.011373751359905053
119,2024-06-13,2827.55,714,purchase,San Diego,0,13,6,3,0,0,8,0.0,0.011373751359905053
120,2024-03-05,1019.46,244,refund,San Diego,0,5,3,1,0,1,8,0.010638297872340425,0.011373751359905053
121,2024-03-28,1476.27,231,refund,Los Angeles,0,28,3,3,0,1,3,0.008333333333333333,0.009561191626409019
122,2024-09-22,1871.58,443,purchase,Phoenix,0,22,9,6,1,0,6,0.0,0.009939759036144578
123,2024-09-05,1290.73,455,refund,New York,0,5,9,3,0,1,4,0.020618556701030927,0.011608125687981587
124,2024-06-05,3904.09,608,purchase,Philadelphia,0,5,6,2,0,0,5,0.01818181818181818,0.009115770282588878
125,2024-09-30,303.11,232,refund,Chicago,0,30,9,0,0,1,0,0.009009009009009009,0.009320121652114197
126,2024-01-21,1445.21,955,refund,San Jose,0,21,1,6,1,1,9,0.017241379310344827,0.00887302396736359
127,2023-10-28,2797.59,897,purchase,Los Angeles,0,28,10,5,1,0,3,0.0,0.009561191626409019
128,2023-12-15,4820.74,663,refund,San Jose,0,15,12,4,0,1,9,0.011494252873563218,0.00887302396736359
129,2024-05-22,4676.86,983,purchase,Chicago,0,22,5,2,0,0,0,0.0,0.009320121652114197
130,2024-04-19,2131.67,349,purchase,Dallas,0,19,4,4,0,0,1,0.0,0.009825327510917031
131,2024-08-17,4593.26,366,refund,San Jose,0,17,8,5,1,1,9,0.010309278350515464,0.00887302396736359
132,2024-05-15,2964.31,486,purchase,San Antonio,0,15,5,2,0,0,7,0.0,0.009838998211091235
133,2024-06-25,4452.56,587,refund,Chicago,0,25,6,1,0,1,0,0.018518518518518517,0.009320121652114197
134,2024-03-01,1064.75,816,purchase,New York,0,1,3,4,0,0,4,0.011111111111111112,0.011608125687981587
135,2023-11-29,1950.97,648,purchase,San Antonio,0,29,11,2,0,0,7,0.0,0.009838998211091235
136,2024-10-16,3033.38,207,refund,San Diego,0,16,10,2,0,1,8,0.008547008547008548,0.011373751359905053
137,2024-01-03,4579.91,806,purchase,Chicago,0,3,1,2,0,0,0,0.009259259259259259,0.009320121652114197
138,2024-10-10,4463.06,616,purchase,New York,0,10,10,3,0,0,4,0.010638297872340425,0.011608125687981587
139,2024-03-15,4824.21,163,refund,Phoenix,0,15,3,4,0,1,6,0.0,0.009939759036144578
140,2023-11-12,1606.55,728,refund,Phoenix,0,12,11,6,1,1,6,0.009900990099009901,0.009939759036144578
141,2023-10-30,3050.67,814,purchase,Philadelphia,0,30,10,0,0,0,5,0.011235955056179775,0.009115770282588878
142,2024-01-03,3465.81,688,purchase,Dallas,0,3,1,2,0,0,1,0.0,0.009825327510917031
143,2023-11-30,1629.28,621,refund,Houston,0,30,11,3,0,1,2,0.02247191011235955,0.010509458512661395
144,2024-01-24,3806.2,141,refund,Houston,0,24,1,2,0,1,2,0.0,0.010509458512661395
145,2024-03-21,3506.76,282,refund,Phoenix,0,21,3,3,0,1,6,0.018518518518518517,0.009939759036144578
146,2024-03-15,1893.07,818,purchase,Houston,0,15,3,4,0,0,2,0.009433962264150943,0.010509458512661395
147,2024-01-24,3022.31,294,refund,San Antonio,0,24,1,2,0,1,7,0.009009009009009009,0.009838998211091235
148,2024-09-09,1649.57,675,purchase,San Antonio,0,9,9,0,0,0,7,0.009708737864077669,0.009838998211091235
149,2023-12-07,2735.8,574,purchase,San Diego,0,7,12,3,0,0,8,0.008547008547008548,0.011373751359905053
150,2024-08-16,602.35,381,purchase,San Antonio,0,16,8,4,0,0,7,0.0,0.009838998211091235
151,2024-09-08,3214.15,565,purchase,Los Angeles,0,8,9,6,1,0,3,0.010309278350515464,0.009561191626409019
152,2023-11-14,3732.15,794,refund,Phoenix,0,14,11,1,0,1,6,0.0,0.009939759036144578
153,2024-02-20,1705.68,174,purchase,Chicago,0,20,2,1,0,0,0,0.00980392156862745,0.009320121652114197
154,2023-12-04,3354.2,207,purchase,Phoenix,0,4,12,0,0,0,6,0.008547008547008548,0.009939759036144578
155,2024-08-13,1155.19,187,refund,Houston,0,13,8,1,0,1,2,0.028037383177570093,0.010509458512661395
156,2024-03-19,22.08,964,purchase,Philadelphia,0,19,3,1,0,0,5,0.01834862385321101,0.009115770282588878
157,2023-10-23,2545.43,118,refund,Houston,0,23,10,0,0,1,2,0.026785714285714284,0.010509458512661395
158,2024-04-08,3173.84,279,purchase,Philadelphia,0,8,4,0,0,0,5,0.010752688172043012,0.009115770282588878
159,2024-07-06,2458.68,681,refund,San Antonio,0,6,7,5,1,1,7,0.022727272727272728,0.009838998211091235
160,2024-05-23,331.2,796,refund,San Jose,0,23,5,3,0,1,9,0.0,0.00887302396736359
161,2024-09-22,3947.38,434,refund,San Jose,0,22,9,6,1,1,9,0.00980392156862745,0.00887302396736359
162,2024-06-12,768.44,1,purchase,Phoenix,0,12,6,2,0,0,6,0.010638297872340425,0.009939759036144578
163,2024-02-18,3277.91,824,purchase,Philadelphia,0,18,2,6,1,0,5,0.0,0.009115770282588878
164,2023-11-16,4385.78,560,refund,San Jose,0,16,11,3,0,1,9,0.0,0.00887302396736359
165,2023-11-26,4195.53,789,refund,San Jose,0,26,11,6,1,1,9,0.030303030303030304,0.00887302396736359
166,2023-11-30,2596.94,471,refund,San Diego,0,30,11,3,0,1,8,0.010526315789473684,0.011373751359905053
167,2024-04-01,4411.72,666,refund,San Diego,0,1,4,0,0,1,8,0.02040816326530612,0.011373751359905053
168,2024-04-19,1796.39,584,refund,New York,0,19,4,4,0,1,4,0.030927835051546393,0.011608125687981587
169,2024-06-18,1282.88,255,purchase,San Diego,0,18,6,1,0,0,8,0.021739130434782608,0.011373751359905053
170,2024-07-25,1812.72,28,purchase,San Antonio,0,25,7,3,0,0,7,0.020833333333333332,0.009838998211091235
171,2024-09-01,2105.09,551,refund,San Jose,0,1,9,6,1,1,9,0.00980392156862745,0.00887302396736359
172,2024-03-15,180.77,826,refund,Phoenix,0,15,3,4,0,1,6,0.008695652173913044,0.009939759036144578
173,2023-12-31,68.85,737,purchase,Phoenix,0,31,12,6,1,0,6,0.02727272727272727,0.009939759036144578
174,2024-05-13,194.61,303,refund,San Diego,0,13,5,0,0,1,8,0.0,0.011373751359905053
175,2024-04-06,4100.37,3,purchase,Los Angeles,0,6,4,5,1,0,3,0.010752688172043012,0.009561191626409019
176,2023-12-30,3246.92,505,refund,San Jose,0,30,12,5,1,1,9,0.01652892561983471,0.00887302396736359
177,2024-08-03,3411.73,502,refund,Houston,0,3,8,5,1,1,2,0.0,0.010509458512661395
178,2024-05-05,3342.67,484,purchase,San Diego,0,5,5,6,1,0,8,0.010752688172043012,0.011373751359905053
179,2023-11-15,620.53,582,purchase,Phoenix,0,15,11,2,0,0,6,0.010309278350515464,0.009939759036144578
180,2024-01-01,1986.08,714,refund,Phoenix,0,1,1,0,0,1,6,0.0,0.009939759036144578
181,2024-01-04,3427.7,232,purchase,Los Angeles,0,4,1,3,0,0,3,0.009009009009009009,0.009561191626409019
182,2024-05-27,4954.15,210,refund,Houston,0,27,5,0,0,1,2,0.012195121951219513,0.010509458512661395
183,2023-12-01,2282.14,27,purchase,Los Angeles,0,1,12,4,0,0,3,0.0,0.009561191626409019
184,2024-07-14,1489.88,706,purchase,San Diego,0,14,7,6,1,0,8,0.010416666666666666,0.011373751359905053
185,2024-02-24,65.35,429,purchase,Dallas,0,24,2,5,1,0,1,0.010869565217391304,0.009825327510917031
186,2024-07-20,1919.7,828,refund,Dallas,0,20,7,5,1,1,1,0.02,0.009825327510917031
187,2024-04-17,2189.78,174,refund,Chicago,0,17,4,2,0,1,0,0.00980392156862745,0.009320121652114197
188,2023-10-31,3666.78,361,purchase,New York,0,31,10,1,0,0,4,0.0,0.011608125687981587
189,2024-08-01,4315.43,627,purchase,Philadelphia,0,1,8,3,0,0,5,0.0,0.009115770282588878
190,2024-07-21,3651.59,75,refund,San Diego,0,21,7,6,1,1,8,0.009345794392523364,0.011373751359905053
191,2024-09-07,1703.8,916,purchase,San Jose,1,7,9,5,1,0,9,0.017857142857142856,0.00887302396736359
192,2024-04-27,4248.1,862,purchase,San Jose,1,27,4,5,1,0,9,0.027522935779816515,0.00887302396736359
193,2024-09-03,1706.64,417,refund,San Antonio,0,3,9,1,0,1,7,0.019230769230769232,0.009838998211091235
194,2024-09-30,2444.96,615,purchase,New York,0,30,9,0,0,0,4,0.022727272727272728,0.011608125687981587
195,2024-09-30,2945.76,37,purchase,Philadelphia,0,30,9,0,0,0,5,0.018018018018018018,0.009115770282588878
196,2024-08-12,4971.31,786,purchase,Los Angeles,0,12,8,0,0,0,3,0.0196078431372549,0.009561191626409019
197,2023-11-02,2805.81,345,refund,Phoenix,0,2,11,3,0,1,6,0.0,0.009939759036144578
198,2024-10-20,4271.92,367,purchase,Houston,0,20,10,6,1,0,2,0.035398230088495575,0.010509458512661395
199,2024-05-15,3715.22,722,purchase,New York,0,15,5,2,0,0,4,0.0,0.011608125687981587
200,2024-05-20,4240.22,883,purchase,Dallas,0,20,5,0,0,0,1,0.009900990099009901,0.009825327510917031
201,2024-03-07,582.83,409,refund,Los Angeles,0,7,3,3,0,1,3,0.0125,0.009561191626409019
202,2024-06-27,38.88,109,purchase,Chicago,0,27,6,3,0,0,0,0.008695652173913044,0.009320121652114197
203,2023-11-18,4906.35,167,refund,San Antonio,0,18,11,5,1,1,7,0.0,0.009838998211091235
204,2024-01-02,372.55,743,purchase,New York,0,2,1,1,0,0,4,0.0,0.011608125687981587
205,2024-10-20,1650.68,631,refund,Los Angeles,0,20,10,6,1,1,3,0.010526315789473684,0.009561191626409019
206,2024-04-02,300.25,201,refund,Dallas,0,2,4,1,0,1,1,0.0,0.009825327510917031
207,2024-04-26,967.46,240,purchase,Dallas,0,26,4,4,0,0,1,0.018018018018018018,0.009825327510917031
208,2024-04-18,2051.75,921,purchase,Chicago,0,18,4,3,0,0,0,0.0,0.009320121652114197
209,2023-11-05,1641.32,826,purchase,San Jose,1,5,11,6,1,0,9,0.008695652173913044,0.00887302396736359
210,2023-11-07,407.51,116,refund,Chicago,0,7,11,1,0,1,0,0.018867924528301886,0.009320121652114197
211,2024-03-01,2960.27,965,purchase,San Jose,0,1,3,4,0,0,9,0.009009009009009009,0.00887302396736359
212,2023-11-06,3128.51,719,refund,Dallas,0,6,11,0,0,1,1,0.009523809523809525,0.009825327510917031
213,2024-01-06,1463.83,627,refund,Los Angeles,0,6,1,5,1,1,3,0.0,0.009561191626409019
214,2024-04-24,2587.29,43,refund,Houston,0,24,4,2,0,1,2,0.010416666666666666,0.010509458512661395
215,2024-04-15,165.69,573,refund,Chicago,0,15,4,0,0,1,0,0.0,0.009320121652114197
216,2024-08-26,1408.59,151,refund,San Jose,0,26,8,0,0,1,9,0.0,0.00887302396736359
217,2024-02-18,4398.94,919,refund,Chicago,0,18,2,6,1,1,0,0.020202020202020204,0.009320121652114197
218,2024-03-20,3365.82,452,purchase,San Diego,0,20,3,2,0,0,8,0.008771929824561403,0.011373751359905053
219,2024-07-03,547.72,411,purchase,Philadelphia,0,3,7,2,0,0,5,0.0,0.009115770282588878
220,2023-11-24,3403.92,205,purchase,San Diego,0,24,11,4,0,0,8,0.0,0.011373751359905053
221,2024-01-25,4160.09,990,purchase,Houston,0,25,1,3,0,0,2,0.0,0.010509458512661395
222,2024-05-04,3146.9,303,purchase,Los Angeles,0,4,5,5,1,0,3,0.0,0.009561191626409019
223,2024-05-25,4778.31,780,refund,Chicago,0,25,5,5,1,1,0,0.0,0.009320121652114197
224,2024-02-18,2890.29,256,refund,Chicago,0,18,2,6,1,1,0,0.01904761904761905,0.009320121652114197
225,2024-03-15,4230.17,797,purchase,San Antonio,0,15,3,4,0,0,7,0.009708737864077669,0.009838998211091235
226,2024-06-18,3387.78,220,refund,San Jose,0,18,6,1,0,1,9,0.0,0.00887302396736359
227,2023-12-09,2837.46,289,refund,San Antonio,0,9,12,5,1,1,7,0.0,0.009838998211091235
228,2024-07-13,1956.96,443,purchase,Phoenix,0,13,7,5,1,0,6,0.0,0.009939759036144578
229,2023-11-15,2798.04,388,refund,San Jose,0,15,11,2,0,1,9,0.0,0.00887302396736359
230,2024-03-30,1774.01,576,purchase,Phoenix,0,30,3,5,1,0,6,0.0,0.009939759036144578
231,2024-01-15,1232.42,279,refund,New York,0,15,1,0,0,1,4,0.010752688172043012,0.011608125687981587
232,2024-05-08,473.7,445,refund,San Jose,0,8,5,2,0,1,9,0.0,0.00887302396736359
233,2024-10-17,1265.07,148,purchase,Dallas,0,17,10,3,0,0,1,0.0,0.009825327510917031
234,2024-07-31,3726.83,169,refund,Houston,0,31,7,2,0,1,2,0.018691588785046728,0.010509458512661395
235,2024-05-02,1650.29,515,refund,San Diego,0,2,5,3,0,1,8,0.0,0.011373751359905053
236,2024-10-06,4125.33,4,refund,San Antonio,0,6,10,6,1,1,7,0.021052631578947368,0.009838998211091235
237,2024-04-04,3506.49,488,purchase,New York,0,4,4,3,0,0,4,0.010752688172043012,0.011608125687981587
238,2024-07-10,604.3,233,refund,Philadelphia,0,10,7,2,0,1,5,0.0,0.009115770282588878
239,2023-12-27,984.71,496,purchase,Dallas,0,27,12,2,0,0,1,0.009345794392523364,0.009825327510917031
240,2024-10-15,4541.36,744,purchase,Phoenix,0,15,10,1,0,0,6,0.037383177570093455,0.009939759036144578
241,2024-09-16,4127.8,298,refund,San Jose,0,16,9,0,0,1,9,0.0,0.00887302396736359
242,2024-08-09,1074.36,53,purchase,Phoenix,0,9,8,4,0,0,6,0.00847457627118644,0.009939759036144578
243,2024-08-08,3305.73,59,purchase,Philadelphia,0,8,8,3,0,0,5,0.01652892561983471,0.009115770282588878
244,2023-11-19,2790.95,193,purchase,San Diego,0,19,11,6,1,0,8,0.0,0.011373751359905053
245,2024-07-19,3145.56,947,purchase,New York,0,19,7,4,0,0,4,0.0,0.011608125687981587
246,2023-11-20,4116.82,337,refund,Philadelphia,0,20,11,0,0,1,5,0.0,0.009115770282588878
247,2024-02-05,670.64,248,purchase,Los Angeles,0,5,2,0,0,0,3,0.01834862385321101,0.009561191626409019
248,2024-01-25,1417.05,966,purchase,Houston,0,25,1,3,0,0,2,0.008928571428571428,0.010509458512661395
249,2023-12-22,3699.99,827,refund,New York,0,22,12,4,0,1,4,0.0380952380952381,0.011608125687981587
250,2024-10-06,1805.95,980,refund,Los Angeles,0,6,10,6,1,1,3,0.0,0.009561191626409019
251,2024-08-24,2003.64,949,refund,San Diego,0,24,8,5,1,1,8,0.0,0.011373751359905053
252,2024-01-03,338.18,973,purchase,San Jose,0,3,1,2,0,0,9,0.009259259259259259,0.00887302396736359
